   1035.50  0.600000  0.025920  0.199034  0.000676
   2066.67  0.600000  0.019946  0.190790  0.000222
   3096.33  0.600000  0.020344  0.185025  0.000174
   4128.00  0.600000  0.010687  0.184593  0.000000
   5160.33  0.600000  0.008710  0.185492  0.000169
   6187.17  0.600000  0.007665  0.180503  0.000158
   7224.00  0.600000  0.005997  0.185271  0.000068
   8248.67  0.600000  0.005775  0.180138  0.000065
   9287.33  0.600000  0.008181  0.184886  0.000058
  10315.50  0.600000  0.011764  0.182851  0.000073
  11357.00  0.600000  0.007376  0.188025  0.000058
  12381.33  0.600000  0.006401  0.184326  0.000060
  13414.83  0.600000  0.011020  0.185094  0.000047
  14438.33  0.600000  0.012455  0.181773  0.000035
  15477.50  0.600000  0.005405  0.184662  0.000019
  16512.33  0.600000  0.010533  0.185752  0.000071
  17536.67  0.600000  0.009463  0.183273  0.000026
  18570.17  0.600000  0.004199  0.183870  0.000027
  19608.33  0.600000  0.005804  0.185824  0.000046
  20635.17  0.600000  0.005505  0.184413  0.000032
  21668.83  0.600000  0.004440  0.184925  0.000032
  22698.67  0.600000  0.008300  0.184429  0.000028
  23735.83  0.600000  0.006106  0.185757  0.000023
  24761.83  0.600000  0.013020  0.184401  0.000028
  25796.67  0.600000  0.009903  0.185067  0.000021
  26830.50  0.600000  0.006872  0.185505  0.000022
  27862.67  0.600000  0.008316  0.185531  0.000018
  28897.83  0.600000  0.006278  0.186228  0.000032
  29920.00  0.600000  0.007805  0.184258  0.000021
  30965.17  0.600000  0.004248  0.186836  0.000016
  31987.67  0.600000  0.004774  0.185084  0.000015
  33018.00  0.600000  0.006806  0.184842  0.000021
  34049.67  0.600000  0.003207  0.184804  0.000015
  35074.33  0.600000  0.003168  0.183613  0.000020
  36107.67  0.600000  0.004200  0.183886  0.000013
  37137.33  0.600000  0.001945  0.183586  0.000015
  38177.17  0.600000  0.004034  0.184878  0.000018
  39209.33  0.600000  0.005076  0.184895  0.000012
  40240.33  0.600000  0.005167  0.184780  0.000025
  41276.33  0.600000  0.009591  0.185387  0.000013
  42308.67  0.600000  0.002970  0.185449  0.000017
  43333.83  0.600000  0.004623  0.184528  0.000011
  44372.17  0.600000  0.005137  0.185418  0.000011
  45406.83  0.600000  0.003132  0.185787  0.000010
  46432.67  0.600000  0.003309  0.184986  0.000014
  47453.33  0.600000  0.002468  0.183646  0.000021
  48495.17  0.600000  0.001973  0.184878  0.000013
  49516.00  0.600000  0.004188  0.183587  0.000010
  50557.17  0.600000  0.005470  0.184670  0.000016
  51589.50  0.600000  0.004848  0.184708  0.000019
  52628.17  0.600000  0.003338  0.185505  0.000008
  53645.50  0.600000  0.005497  0.183909  0.000015
  54680.67  0.600000  0.002093  0.184312  0.000012
  55712.67  0.600000  0.006794  0.184335  0.000018
  56742.83  0.600000  0.004096  0.184205  0.000014
  57778.67  0.600000  0.003810  0.184636  0.000020
  58821.67  0.600000  0.003099  0.185712  0.000012
  59854.83  0.600000  0.005769  0.185836  0.000010
  60871.50  0.600000  0.002504  0.184390  0.000011
  61899.67  0.600000  0.003486  0.184056  0.000016
  62933.17  0.600000  0.002543  0.184191  0.000014
  63972.17  0.600000  0.002546  0.184871  0.000008
  65005.17  0.600000  0.003605  0.184987  0.000008
  66028.33  0.600000  0.003414  0.184216  0.000008
  67059.67  0.600000  0.004534  0.184208  0.000010
  68083.50  0.600000  0.003664  0.183533  0.000010
  69129.83  0.600000  0.002358  0.184757  0.000009
  70166.67  0.600000  0.004420  0.185195  0.000007
  71193.67  0.600000  0.003648  0.184799  0.000009
  72212.17  0.600000  0.003395  0.183713  0.000009
  73269.83  0.600000  0.003515  0.185800  0.000009
  74296.67  0.600000  0.004630  0.185385  0.000011
  75326.17  0.600000  0.002641  0.185209  0.000007
  76359.00  0.600000  0.005596  0.185288  0.000012
  77384.17  0.600000  0.003339  0.184783  0.000012
  78421.67  0.600000  0.001368  0.185198  0.000006
  79449.00  0.600000  0.003033  0.184878  0.000008
  80477.33  0.600000  0.002182  0.184609  0.000009
  81513.67  0.600000  0.004519  0.184947  0.000008
  82534.83  0.600000  0.002460  0.184191  0.000005
  83572.50  0.600000  0.002087  0.184622  0.000009
  84599.00  0.600000  0.003276  0.184253  0.000008
  85627.50  0.600000  0.002297  0.184023  0.000009
  86682.17  0.600000  0.003914  0.185583  0.000005
  87694.67  0.600000  0.005085  0.184308  0.000007
  88734.00  0.600000  0.002654  0.184789  0.000009
  89759.50  0.600000  0.003078  0.184376  0.000007
  90792.83  0.600000  0.002844  0.184501  0.000005
  91834.33  0.600000  0.002199  0.185119  0.000009
  92842.50  0.600000  0.003189  0.183635  0.000003
  93890.00  0.600000  0.002011  0.184634  0.000011
  94927.00  0.600000  0.003301  0.184951  0.000009
  95947.33  0.600000  0.002750  0.184257  0.000008
  96992.17  0.600000  0.002951  0.185029  0.000005
  98015.00  0.600000  0.002646  0.184488  0.000009
  99049.00  0.600000  0.001561  0.184629  0.000005
 100068.00  0.600000  0.004194  0.183898  0.000006
 101110.83  0.600000  0.004299  0.184539  0.000008
 102140.67  0.600000  0.002090  0.184439  0.000008
 103181.50  0.600000  0.001750  0.184955  0.000008
