   1011.38  0.650000  0.025452  0.133728  0.000983
   2022.08  0.650000  0.012744  0.135010  0.000414
   3031.92  0.650000  0.015574  0.132391  0.000302
   4042.31  0.650000  0.014752  0.132672  0.000177
   5051.85  0.650000  0.009566  0.130784  0.000127
   6063.85  0.650000  0.007099  0.134840  0.000167
   7073.46  0.650000  0.009949  0.133308  0.000151
   8083.23  0.650000  0.009235  0.132317  0.000100
   9095.31  0.650000  0.009259  0.134729  0.000112
  10104.77  0.650000  0.006614  0.133422  0.000086
  11114.85  0.650000  0.003684  0.133079  0.000087
  12126.62  0.650000  0.005167  0.134584  0.000084
  13135.77  0.650000  0.005476  0.133376  0.000054
  14147.62  0.650000  0.005184  0.134804  0.000056
  15156.31  0.650000  0.005399  0.133185  0.000070
  16166.38  0.650000  0.006714  0.132995  0.000050
  17175.85  0.650000  0.004063  0.132404  0.000038
  18187.31  0.650000  0.005672  0.133140  0.000037
  19199.00  0.650000  0.007036  0.134025  0.000055
  20209.54  0.650000  0.005557  0.133999  0.000069
  21218.54  0.650000  0.006846  0.133249  0.000058
  22227.92  0.650000  0.005609  0.132747  0.000053
  23238.62  0.650000  0.003913  0.132973  0.000047
  24248.23  0.650000  0.006701  0.132531  0.000042
  25261.62  0.650000  0.005774  0.134107  0.000028
  26269.85  0.650000  0.004244  0.133040  0.000035
  27282.08  0.650000  0.003224  0.133967  0.000028
  28290.77  0.650000  0.004775  0.133213  0.000048
  29300.77  0.650000  0.006858  0.132991  0.000026
  30310.08  0.650000  0.003290  0.132517  0.000030
  31322.46  0.650000  0.004760  0.133419  0.000014
  32331.54  0.650000  0.003913  0.132884  0.000020
  33343.15  0.650000  0.002866  0.133375  0.000026
  34354.85  0.650000  0.003144  0.133872  0.000019
  35366.15  0.650000  0.004359  0.134185  0.000021
  36374.15  0.650000  0.005889  0.133353  0.000020
  37385.08  0.650000  0.004668  0.133545  0.000016
  38393.62  0.650000  0.003712  0.132956  0.000021
  39406.46  0.650000  0.002824  0.133775  0.000012
  40415.69  0.650000  0.004813  0.133436  0.000025
  41425.62  0.650000  0.003519  0.133227  0.000017
  42435.92  0.650000  0.005083  0.133242  0.000016
  43446.77  0.650000  0.002852  0.133361  0.000030
  44457.85  0.650000  0.003061  0.133593  0.000012
  45468.31  0.650000  0.003667  0.133602  0.000020
  46478.38  0.650000  0.003983  0.133533  0.000027
  47486.92  0.650000  0.004020  0.133033  0.000012
  48497.85  0.650000  0.003952  0.133175  0.000017
  49507.00  0.650000  0.003811  0.132892  0.000011
  50518.77  0.650000  0.003568  0.133220  0.000014
  51529.77  0.650000  0.001289  0.133386  0.000026
  52542.00  0.650000  0.003525  0.133864  0.000013
  53551.00  0.650000  0.003084  0.133520  0.000014
  54563.08  0.650000  0.002797  0.133915  0.000009
  55568.15  0.650000  0.002203  0.132673  0.000013
  56581.92  0.650000  0.003693  0.133472  0.000010
  57592.69  0.650000  0.002582  0.133563  0.000009
  58605.15  0.650000  0.002457  0.133989  0.000014
  59610.08  0.650000  0.003997  0.132821  0.000016
  60620.00  0.650000  0.003198  0.132732  0.000013
  61634.77  0.650000  0.003673  0.133690  0.000013
  62644.85  0.650000  0.003472  0.133607  0.000011
  63657.00  0.650000  0.003222  0.133970  0.000009
  64664.31  0.650000  0.003157  0.133341  0.000015
  65674.31  0.650000  0.001988  0.133270  0.000013
  66683.08  0.650000  0.003241  0.132982  0.000009
  67692.38  0.650000  0.002301  0.132784  0.000014
  68704.62  0.650000  0.002731  0.133140  0.000012
  69717.38  0.650000  0.002238  0.133587  0.000020
  70726.69  0.650000  0.003587  0.133390  0.000008
  71737.46  0.650000  0.002931  0.133465  0.000009
  72746.23  0.650000  0.002949  0.133173  0.000007
  73757.85  0.650000  0.002741  0.133395  0.000010
  74763.62  0.650000  0.002227  0.132589  0.000012
  75778.62  0.650000  0.002560  0.133427  0.000016
  76790.38  0.650000  0.003033  0.133636  0.000013
  77798.46  0.650000  0.002918  0.133248  0.000006
  78811.62  0.650000  0.002094  0.133714  0.000009
  79819.69  0.650000  0.003408  0.133329  0.000008
  80825.38  0.650000  0.002435  0.132589  0.000010
  81838.69  0.650000  0.003227  0.133049  0.000014
  82851.31  0.650000  0.003758  0.133418  0.000008
  83861.46  0.650000  0.002778  0.133387  0.000008
  84875.08  0.650000  0.002603  0.133877  0.000015
  85880.38  0.650000  0.001715  0.133114  0.000007
  86891.77  0.650000  0.002752  0.133266  0.000007
  87904.31  0.650000  0.002636  0.133597  0.000009
  88912.69  0.650000  0.002683  0.133307  0.000012
  89925.77  0.650000  0.002832  0.133695  0.000009
  90931.31  0.650000  0.002756  0.133006  0.000005
  91943.00  0.650000  0.001842  0.133217  0.000013
  92954.77  0.650000  0.002358  0.133387  0.000011
  93966.00  0.650000  0.003114  0.133499  0.000007
  94977.92  0.650000  0.003052  0.133714  0.000008
  95986.46  0.650000  0.001805  0.133447  0.000011
  96996.15  0.650000  0.002761  0.133381  0.000009
  98005.62  0.650000  0.002933  0.133257  0.000004
  99013.31  0.650000  0.003209  0.132912  0.000010
 100026.15  0.650000  0.001983  0.133249  0.000011
 101038.31  0.650000  0.002635  0.133460  0.000005
